text,intent,sentiment
The ZENDStorage 10TB billing shows $40,billing,neutral
Very disappointed with ZENDOffice Net 1G service,complaint,neutral
Why is my ZENDCloud VM Pro charge is $132,billing,neutral
Postpaid Silver lagging,technical,neutral
Please process refund for ZENDArchive Storage,refund,neutral
My ZENDBiz Connect 100 has stopped,technical,neutral
This month's ZENDFiber 1 Gbps billing has error,billing,angry
Is ZENDFiber Home 300 Mbps 5G enabled,product,happy
Unable to access Postpaid Platinum dashboard,technical,neutral
ZENDFiber 1 Gbps is not functioning?,technical,neutral
Pathetic experience with ZENDFleet IoT.,complaint,angry
Current ZENDOffice Net 500 charge is incorrect,billing,neutral
I require a money back for ZENDIndustrial Sensor,refund,neutral
Can you refund my Prepaid Unlimited.,refund,neutral
Cancel ZENDFleet IoT and refund.,refund,neutral
ZENDBiz Connect 500 refund - within 7-day window,refund,neutral
ZENDFiber Home 300 Mbps is offline,technical,neutral
Why is my Prepaid Unlimited charge indicates $27,billing,neutral
What does Prepaid Unlimited cost in Singapore,product,neutral
Cost of ZENDStorage 10TB in USA,product,neutral
Is ZENDSmart Lighting 5G compatible,product,happy
This billing cycle ZENDCloud VM Enterprise billing is wrong,billing,neutral
Issue with bill for ZENDIndustrial Sensor,billing,neutral
Prepaid Plus service is terrible,complaint,angry
Features of ZENDStorage 1TB have.,product,happy
Why is my ZENDBiz Connect 500 invoice shows $64,billing,neutral
Can ZENDSmart Parking 5G enabled.,product,neutral
ZENDBiz Connect 500 service is disgusting,complaint,neutral
I request money back for Prepaid Plus,refund,neutral
Tell me about ZENDEnterprise Dedicated FUP limit,product,neutral
Why is my ZENDOffice Net 200 billing shows $12,billing,neutral
Cancel Prepaid Unlimited and refund,refund,neutral
What is ZENDOffice Net 1G SLA guarantee?,product,neutral
How much does ZENDCloud VM Pro cost in Thailand,product,happy
ZENDCloud VM Enterprise sluggish?,technical,neutral
End Prepaid Plus service and refund,refund,neutral
Why is my ZENDSmart Lighting bill indicates $12,billing,neutral
I seek a refund for ZENDStorage 10TB.,refund,neutral
Cannot log into Prepaid Unlimited,technical,neutral
Really disappointed with Prepaid Unlimited,complaint,neutral
Discontinue ZENDCloud VM Pro service and refund,refund,neutral
I paid $300 for ZENDBiz Connect 100 in Thailand,billing,neutral
Unable to log into Prepaid Basic dashboard.,technical,neutral
I paid $27 for Postpaid Gold in Singapore,billing,neutral
The ZENDEnterprise Ultra billing shows $66,billing,neutral
My ZENDCloud VM Enterprise isn't working,technical,neutral
Stop ZENDFiber Home 300 Mbps and refund.,refund,neutral
This month's ZENDFiber 1 Gbps bill has error,billing,angry
ZENDCloud VM Enterprise too slow,complaint,neutral
What is Prepaid Basic?,product,neutral
Tell me about Prepaid Basic uptime guarantee,product,happy
How much is Postpaid Platinum in Thailand?,product,neutral
I seek a money back for ZENDCloud VM Pro,refund,neutral
The ZENDStorage 1TB charge indicates $40.,billing,neutral
Current ZENDOffice Net 200 bill is wrong?,billing,neutral
What are the features of ZENDEnterprise Dedicated,product,happy
Why is my ZENDStorage 1TB invoice is $400,billing,neutral
Give my money back for ZENDCloud VM Pro.,refund,neutral
Why is my ZENDEnterprise Ultra invoice states $80,billing,neutral
Current ZENDCloud VM Enterprise billing has error?,billing,angry
The ZENDStorage 1TB billing shows $48,billing,neutral
My ZENDOffice Net 200 statement is $21,billing,neutral
What's ZENDOffice Net 200 uptime guarantee?,product,neutral
Cost of ZENDBiz Connect 100 in USA,product,happy
This billing cycle Prepaid Basic invoice is incorrect,billing,angry
I seek a reimbursement for ZENDEnterprise Dedicated,refund,neutral
The Postpaid Silver invoice states $24,billing,neutral
Does ZENDIndustrial Sensor support 5G?,product,neutral
My ZENDEnterprise Ultra bill is $110,billing,neutral
Can't connect to my Prepaid Plus,technical,neutral
Why is my ZENDIndustrial Sensor charge shows $165?,billing,neutral
Information about ZENDStorage 10TB.,product,neutral
What's ZENDOffice Net 200 SLA guarantee?,product,neutral
Cannot access my ZENDFiber Home 300 Mbps,technical,neutral
Cannot access my ZENDCloud VM Pro account,technical,neutral
ZENDFiber 1 Gbps business capabilities,product,neutral
Price of ZENDBiz Connect 100 in Singapore,product,neutral
ZENDArchive Storage experience is terrible,complaint,angry
ZENDSmart Lighting refund - purchased 5 days ago,refund,neutral
ZENDOffice Net 500 sluggish,technical,neutral
Please process refund for ZENDBiz Connect 500,refund,neutral
Why is my ZENDStorage 1TB billing shows $300,billing,neutral
My ZENDOffice Net 200 bill shows $80?,billing,neutral
Can't log into my ZENDBiz Connect 500 account,technical,neutral
Prepaid Unlimited is always problematic,complaint,neutral
ZENDCloud VM Pro quality is substandard,complaint,neutral
Prepaid Unlimited service is down,technical,neutral
What are the features of Prepaid Plus?,product,neutral
My ZENDSmart Lighting service is down?,technical,neutral
I paid $72 for Postpaid Silver in Thailand,billing,neutral
ZENDCloud VM Basic is constantly has issues?,complaint,neutral
Can ZENDCloud VM Pro 5G compatible,product,happy
Very disappointed with ZENDBiz Connect 500,complaint,neutral
I paid $18 for Postpaid Platinum in India,billing,neutral
Tell me about ZENDOffice Net 1G,product,happy
Cannot connect to Postpaid Silver account.,technical,neutral
What does Prepaid Basic cost in Singapore,product,happy
Cannot reach my ZENDSmart Lighting account,technical,neutral
Postpaid Platinum slow,technical,neutral
What's the price of ZENDFleet IoT in Thailand,product,neutral
I want a refund for Prepaid Plus.,refund,neutral
Can't connect to Prepaid Unlimited account,technical,neutral
My ZENDOffice Net 500 malfunction,technical,neutral
The ZENDFiber Home 100 Mbps charge shows $77,billing,neutral
Can you refund my Postpaid Gold.,refund,neutral
Cannot access Prepaid Plus account.,technical,neutral
Tell me about ZENDOffice Net 500 fair usage policy.,product,happy
I seek return for ZENDFiber 1 Gbps,refund,neutral
Prepaid Basic malfunction,technical,neutral
I need a money back for Postpaid Platinum,refund,neutral
Does ZENDOffice Net 1G support 5G,product,happy
The ZENDFiber Home 100 Mbps billing shows $90,billing,neutral
ZENDFiber 1 Gbps not working in Thailand,technical,neutral
ZENDOffice Net 500 is extremely slow?,technical,neutral
I need reimbursement for ZENDStorage 10TB.,refund,neutral
What does ZENDEnterprise Dedicated cost in Thailand?,product,neutral
Can you refund my Postpaid Silver,refund,neutral
Refund my Postpaid Silver,refund,neutral
Disappointed with ZENDCloud VM Enterprise,complaint,neutral
ZENDStorage 10TB service unavailable in Thailand.,technical,neutral
Does ZENDEnterprise Dedicated have consolidated invoicing?,product,happy
Error in statement for Postpaid Gold,billing,neutral
ZENDIndustrial Sensor quality is awful,complaint,angry
ZENDStorage 10TB is not working,technical,neutral
Describe ZENDBiz Connect 1G,product,happy
ZENDSmart Lighting has stopped,technical,neutral
What's ZENDOffice Net 200 service level?,product,neutral
ZENDFiber Home 100 Mbps connectivity problem,technical,neutral
I would like reimbursement for ZENDOffice Net 1G,refund,neutral
ZENDBiz Connect 1G intermittent connection,technical,neutral
This month's ZENDCloud VM Pro billing is incorrect?,billing,angry
Process refund for ZENDOffice Net 200.,refund,neutral
I want money back for ZENDOffice Net 500,refund,neutral
Refund for ZENDSmart Parking - purchased 5 days ago,refund,neutral
Explain ZENDArchive Storage,product,happy
I require reimbursement for ZENDBiz Connect 500,refund,neutral
Terrible quality with ZENDBiz Connect 500.,complaint,angry
ZENDBiz Connect 100 quality is dreadful,complaint,neutral
Disappointed with ZENDFleet IoT service,complaint,neutral
Issue with statement for ZENDSmart Parking,billing,neutral
Issue refund for my ZENDFiber 1 Gbps,refund,neutral
Capabilities of ZENDSmart Lighting.,product,happy
I require reimbursement for ZENDEnterprise Dedicated,refund,neutral
Very disappointed with Postpaid Silver service?,complaint,neutral
Cannot log into ZENDEnterprise Ultra dashboard,technical,neutral
ZENDEnterprise Ultra service is dreadful,complaint,neutral
I paid $100 for ZENDBiz Connect 100 in USA,billing,neutral
Process refund for my ZENDCloud VM Basic,refund,neutral
Cancel Postpaid Gold and refund,refund,neutral
I would like return for Postpaid Platinum,refund,neutral
Atrocious quality with Postpaid Silver,complaint,neutral
Why is my ZENDSmart Traffic billing indicates $60,billing,neutral
Why is my ZENDFiber Home 300 Mbps bill states $50,billing,neutral
Explain ZENDCloud VM Enterprise?,product,neutral
The ZENDBiz Connect 500 statement indicates $33,billing,neutral
I require a return for ZENDBiz Connect 1G,refund,neutral
Describe ZENDSmart Traffic service.,product,neutral
Does ZENDFleet IoT have predictive maintenance,product,happy
Does Postpaid Silver support business capabilities?,product,neutral
Why is my ZENDCloud VM Basic charge indicates $77,billing,neutral
Really disappointed with ZENDFleet IoT?,complaint,neutral
ZENDEnterprise Dedicated predictive maintenance?,product,happy
Discontinue ZENDSmart Parking and refund,refund,neutral
ZENDFiber Home 100 Mbps not working in Singapore,technical,neutral
I require refund for Prepaid Unlimited,refund,neutral
ZENDSmart Traffic service is atrocious,complaint,neutral
Terminate Postpaid Gold service and refund,refund,neutral
Get my money back for ZENDSmart Traffic,refund,neutral
Can't connect to my Prepaid Unlimited,technical,neutral
What's ZENDBiz Connect 500 uptime guarantee,product,happy
Why is my ZENDSmart Lighting statement is $44,billing,neutral
What's ZENDCloud VM Pro SLA guarantee?,product,neutral
ZENDArchive Storage service is appalling?,complaint,neutral
How much does Postpaid Silver cost,product,happy
The ZENDBiz Connect 100 invoice states $77.,billing,neutral
Dreadful quality with ZENDIndustrial Sensor,complaint,neutral
Cannot log into my ZENDStorage 10TB account,technical,neutral
Incorrect statement for ZENDBiz Connect 1G,billing,neutral
Cannot log into ZENDBiz Connect 1G service,technical,neutral
My ZENDEnterprise Ultra is not functioning?,technical,neutral
I want a money back for ZENDBiz Connect 1G,refund,neutral
Unable to access my ZENDStorage 1TB service,technical,neutral
I would like a return for ZENDCloud VM Pro,refund,neutral
I would like a return for ZENDBiz Connect 100.,refund,neutral
Tell me about ZENDCloud VM Enterprise SLA guarantee?,product,happy
Error in invoice for ZENDSmart Parking,billing,neutral
Cannot access ZENDEnterprise Dedicated account?,technical,neutral
Explain Postpaid Gold.,product,happy
I was charged $180 for ZENDFleet IoT in USA,billing,neutral
Cannot log into my Postpaid Platinum service.,technical,neutral
Cost of ZENDBiz Connect 1G in India.,product,happy
ZENDBiz Connect 100 is lagging,technical,neutral
What is ZENDStorage 1TB FUP limit,product,neutral
What is ZENDOffice Net 500 fair usage policy?,product,neutral
I would like money back for ZENDCloud VM Basic.,refund,neutral
Info on ZENDIndustrial Sensor service.,product,happy
My ZENDFleet IoT billing shows $24,billing,neutral
Issue with billing for ZENDFleet IoT,billing,neutral
Very poor quality ZENDArchive Storage,complaint,neutral
Why is my ZENDStorage 1TB bill states $64,billing,neutral
Disgusting quality with Prepaid Unlimited,complaint,neutral
My ZENDOffice Net 200 charge is $36,billing,neutral
Incorrect statement for ZENDOffice Net 500,billing,neutral
Awful quality with Postpaid Silver,complaint,angry
Cannot connect to ZENDEnterprise Dedicated account,technical,neutral
Current Prepaid Unlimited bill is incorrect,billing,angry
What features does Prepaid Basic have,product,neutral
What's ZENDOffice Net 200 SLA,product,neutral
ZENDBiz Connect 100 quality is terrible,complaint,angry
ZENDFleet IoT is down in USA,technical,neutral
This month's ZENDSmart Lighting invoice has error,billing,angry
I need refund for ZENDOffice Net 1G,refund,neutral
This month's ZENDStorage 10TB bill has error?,billing,neutral
Please process refund for my ZENDFiber Home 100 Mbps.,refund,neutral
Cannot log into my ZENDOffice Net 200 dashboard,technical,neutral
I would like refund for ZENDSmart Traffic,refund,neutral
What's the price of ZENDFleet IoT in Thailand?,product,happy
Cost of ZENDSmart Lighting in Thailand,product,neutral
I seek a refund for ZENDBiz Connect 1G,refund,neutral
ZENDOffice Net 500 quality is appalling,complaint,neutral
Disgusting experience with Postpaid Platinum,complaint,neutral
Why is my ZENDFleet IoT charge is $110,billing,neutral
This billing cycle ZENDCloud VM Pro invoice is incorrect,billing,angry
How much does ZENDCloud VM Enterprise cost in Singapore?,product,neutral
Can't connect to my ZENDFiber Home 300 Mbps service.,technical,neutral
Error in bill for ZENDFiber 1 Gbps,billing,angry
Postpaid Platinum refund - within 7-day window,refund,neutral
Details about ZENDOffice Net 1G,product,neutral
Prepaid Basic never works properly,complaint,neutral
Current Prepaid Unlimited charge is incorrect,billing,angry
Tell me about ZENDStorage 1TB uptime guarantee.,product,neutral
Why is my ZENDFiber Home 300 Mbps statement shows $20,billing,neutral
The ZENDBiz Connect 1G bill indicates $56,billing,neutral
Terminate ZENDOffice Net 1G and refund,refund,neutral
Price of ZENDArchive Storage,product,neutral
Cost of ZENDStorage 10TB in Singapore.,product,neutral
Cannot log into my ZENDStorage 1TB,technical,neutral
ZENDFiber Home 300 Mbps quality is poor,complaint,neutral
Error in bill for ZENDStorage 1TB.,billing,neutral
Price of ZENDSmart Lighting in India,product,neutral
Disgusting experience with ZENDBiz Connect 500,complaint,neutral
ZENDFiber Home 100 Mbps service is bad,complaint,neutral
Is Prepaid Unlimited 5G compatible?,product,neutral
ZENDCloud VM Enterprise intermittent connection,technical,neutral
Money back for ZENDStorage 1TB,refund,neutral
My Prepaid Unlimited statement states $64.,billing,neutral
ZENDStorage 1TB quality is low,complaint,neutral
Can Prepaid Unlimited 5G enabled.,product,neutral
ZENDCloud VM Enterprise experience is abysmal,complaint,neutral
ZENDStorage 10TB service is substandard,complaint,neutral
The ZENDEnterprise Dedicated invoice states $44,billing,neutral
Pathetic experience with ZENDSmart Lighting,complaint,angry
My ZENDStorage 10TB billing is $400?,billing,neutral
I want refund for ZENDStorage 10TB,refund,neutral
Capabilities of Prepaid Plus,product,happy
Refund for ZENDCloud VM Basic - purchased 5 days ago.,refund,neutral
The ZENDStorage 10TB billing is $165,billing,neutral
I seek return for ZENDFiber Home 300 Mbps,refund,neutral
