text,intent,sentiment
"This is inacceptable, the basic service is slow.",complaint,neutral
I return my money for ZENDMeet - it is within the 7-day period .,refund,neutral
Does Postpaid Gold Support Consolidated Invoicing?,product,happy
Details about ZENDStream and the 1TB FUP limits .,product,neutral
Terrible experience with Postpaid Gold .,complaint,angry
Why is my bill for ZENDCloud VM Pro 36?,billing,neutral
My ZENDStream is not working.,technical,neutral
I want a refund for my ZENDIndustrial Sensor .,refund,neutral
Why is my bill 120 for ZENDCloud VM Pro ?,billing,neutral
I can't access my ZENDStream dashboard .,technical,neutral
Return my money for postpaid gold - it is within the 7 day window .,refund,neutral
"This month, incorrect billing for ZENDIndustrial Sensor was noted .",billing,neutral
Details about basic pre-paid and the 1TB FUP limit .,product,neutral
Tell me more about ZENDMeet.,product,neutral
This month incorrect billing of Postpaid Gold .,billing,neutral
My ZENDCloud VM Pro is not working.,technical,neutral
"This is unacceptable, ZENDMeet is slow.",complaint,angry
Terrible experience with prepaid basic .,complaint,angry
Detail about ZENDStream and the 1TB FUP limit .,product,neutral
Why is my bill for Postpaid gold 150 ?,billing,neutral
Terrible experience with ZENDStream.,complaint,angry
Can you process a refund for prepaid basic?,refund,neutral
The ZENDFiber 1 Gbps service is down in USA .,technical,neutral
I want a refund for my postpaid gold.,refund,neutral
 I am unhappy with my ZENDFiber 1 Gbps service. ,complaint,angry
Return my money for Prepaid Basic - it's within 7 days of your payment.,refund,neutral
Can you process a refund for ZENDStream ?,refund,neutral
I can't access my ZENDIndustrial Sensor dashboard .,technical,neutral
I want a refund for my ZENDStream account .,refund,neutral
Details about ZENDMeet and 1TB FUP limit.,product,neutral
Can you process a refund for prepaid basic?,refund,neutral
Postpaid Gold supports SLA 99.9 % ?,product,happy
I want a refund for my ZENDCloud VM Pro .,refund,neutral
Terrible experience with Postpaid Gold.,complaint,angry
Detail concerning ZENDIndustrial Sensor and the limit of 1TB FUP.,product,neutral
Supports ZENDStream data 5G ?,product,happy
Details about ZENDCloud VM Pro and the 1TB FUP limit.,product,neutral
Supports the Predictive Maintenance of ZENDCloud VM Pro ?,product,happy
I am unhappy with my ZENDMeet service.,complaint,angry
My ZENDFiber 1 Gbps is not working.,technical,neutral
The postpaid Gold service is unable to be provided in Thailand .,technical,neutral
Does ZENDMeet Support Predictional Maintenance?,product,happy
Tell me more about ZENDIndustrial Sensor .,product,neutral
I am not pleased with the ZENDIndustrial Sensor service.,complaint,angry
Do you remit a ZENDFiber 1 Gbps deposit to ZENDFiber?,refund,neutral
Terrible experience with ZENDStream.,complaint,angry
I am unhappy with my ZENDCloud VM Pro service.,complaint,angry
The terrible experience with ZENDFiber 1 Gbps.,complaint,angry
ZENDIndustrial Sensor Service is down in Singapore.,technical,neutral
I am unhappy with my ZENDFiber 1 Gbps service .,complaint,angry
Do prepaid basic support SLA 99.9%?,product,happy
Tell me about Postpaid Gold more .,product,neutral
I was charged 150 in Thailand for prepaid basic.,billing,neutral
I want a refund for my ZENDStream .,refund,neutral
Terrible experience with ZENDStream.,complaint,angry
"This is unacceptable, ZENDIndustrial Sensor is slow .",complaint,angry
My ZENDCloud VM Pro is not working.,technical,neutral
Return my money for ZENDStream - it's within the 7 day window .,refund,neutral
"In Thailand, the ZENDIndustrial Sensor service is down .",technical,neutral
Return my money for postpaid gold - it's within the 7-day window .,refund,neutral
Terrible experience with ZENDFiber 1 Gbps.,complaint,angry
This month is incorrect billing for ZENDMeet .,billing,neutral
This month it was incorrect billing for the pre-paid basic .,billing,neutral
I was charged 36 for ZENDMeet in the USA.,billing,neutral
I want a refund for my ZENDFiber 1 Gbps.,refund,neutral
 Can you process a refund for ZENDCloud VM Pro ? ,refund,neutral
Details about ZENDCloud VM Pro and the 1TB FUP limitation .,product,neutral
"This is unacceptable, ZENDFiber 1 Gbps is slow.",complaint,angry
Details about ZENDFiber 1 Gbps and the 1TB FUP limit .,product,neutral
Can you process a refund for ZENDStream ?,refund,neutral
"In Singapore , I was charged 120 for Prepaid Basic.",billing,neutral
"This is unacceptable, ZENDFiber 1 Gbps is slow.",complaint,angry
Details about the ZENDMeet and the 1TB FUP limit.,product,neutral
I want a refund of my postpaid gold.,refund,neutral
For ZENDStream this month's incorrect billing .,billing,neutral
Tell me more about ZENDMeet .,product,neutral
I can't access my Prepaid Basic Dashboard .,technical,neutral
Can you process a refund for ZENDMeet?,refund,neutral
I was charged 120 for ZENDFiber 1 Gbps in Singapore.,billing,neutral
Why is my bill 60 for ZENDMeet?,billing,neutral
Why is my bill 150 for ZENDCloud VM Pro?,billing,neutral
Terrible experience with Prepaid Basic.,complaint,angry
Supports ZENDStream 5G data?,product,happy
Returning money for ZENDCloud VM Pro - it's within the 7-day window .,refund,neutral
Terrible experience with postpaid gold.,complaint,angry
Details about the ZENDStream and the 1TB FUP limit .,product,neutral
ZENDIndustrial Sensor in Thailand charges 125.,billing,neutral
Terrible experience with ZENDStream.,complaint,angry
Details about ZENDFiber 1 Gbps and the 1TB FUP Limits,product,neutral
I am unsatisfied with my ZENDCloud VM Pro service.,complaint,angry
Details about the ZENDIndustrial Sensor and the 1TB FUP limit .,product,neutral
Return my money to ZENDIndustrial Sensor - it was within the 7-day window.,refund,neutral
I want a refund for my ZENDIndustrial Sensor.,refund,neutral
Details about ZENDFiber 1 Gbps and the limit of 1TB FUP.,product,neutral
My money should be returned for ZENDMeet - it is within the 7-day window .,refund,neutral
Postpaid Gold Service is back down in Singapore.,technical,neutral
My ZENDMeet is not working.,technical,neutral
I want a refund for my prepaid basic .,refund,neutral
Terrible experience with Postpaid gold .,complaint,angry
I can return my money for ZENDIndustrial Sensor - it's within the 7-day window,refund,neutral
I can’t access my ZENDIndustrial Sensor Dashboard.,technical,neutral
My prepaid basic doesn't work.,technical,neutral
The ZENDCloud VM Pro service is down in the United States .,technical,happy
 Supports ZENDStream 5G data ?,product,happy
Terrible experience with ZENDMeet .,complaint,angry
Why is my bill for Postpaid Gold 36?,billing,neutral
I can't access my ZENDIndustrial Sensor dashboard.,technical,neutral
The ZENDFiber 1 Gbps service is down in Thailand .,technical,neutral
Details about Prepaid Basic and the 1TB FUP limit are available.,product,neutral
Return my money for ZENDStream - it's within 7 days of date .,refund,neutral
Postpaid Gold Service is down in the USA .,technical,neutral
Incorrect billing for Postpaid Gold this month .,billing,neutral
Return your money for ZENDMeet - It is within the 7-day window.,refund,neutral
I was charged 150 for ZENDFiber 1 Gbps in Thailand .,billing,neutral
The postpaid Gold service is down in Thailand .,technical,neutral
Prepaid Basic Support is predictive maintenance ?,product,happy
I was charged 120 for ZENDFiber 1 Gbps in Singapore.,billing,neutral
Why is my bill 150 for ZENDStream ?,billing,neutral
I can't access the dashboard of my ZENDIndustrial Sensor.,technical,neutral
The postpaid gold service is down in the USA.,technical,neutral
For ZENDFiber 1 Gbps in Thailand I was charged 150 .,billing,neutral
Details about the ZENDIndustrial Sensor and the 1TB FUP limit.,product,neutral
Supports ZENDFiber 1 Gbps Consolidated invoicing?,product,happy
I was charged 150 for Postpaid Gold in Thailand.,billing,neutral
I can't access my ZENDFiber 1 Gbps dashboard .,technical,neutral
I can't access my Postpaid Gold dashboard.,technical,neutral
I cannot access my ZENDFiber 1 Gbps Dashboard .,technical,neutral
The Postpaid Gold Service is no longer available in the USA .,technical,neutral
Incorrect billing this month for ZENDStream .,billing,neutral
My postpaid gold is not working .,technical,neutral
"For ZENDCloud VM Pro in India, I was charged 60 pounds .",billing,neutral
Details on pre-paid basic and the limit of 1TB FUP .,product,neutral
Tell me more about ZENDStream.,product,neutral
Can you process a refund for postpaid gold?,refund,neutral
I am unhappy with my ZENDStream service.,complaint,angry
Why is my bill 60 for Postpaid Gold?,billing,neutral
This month the prepaid basic billing is incorrect .,billing,neutral
Supports ZENDCloud VM Pro SLA 99.9%?,product,happy
Prepaid basic support SLA 99.9% ?,product,happy
I am unhappy with my ZENDFiber 1 Gbps service .,complaint,angry
"This is unacceptable, ZENDCloud VM Pro is slow.",complaint,angry
"This is unacceptable , postpaid gold is slow.",complaint,angry
The ZENDCloud VM Pro service is down in the USA.,technical,neutral
Why is my bill 60 for Prepaid Basic?,billing,neutral
This is unacceptable : ZENDIndustrial sensor is slow.,complaint,angry
I am unhappy with my ZENDFiber 1 Gbps service .,complaint,angry
My Postpaid Gold is not working.,technical,neutral
 Supports ZENDStream 5G data?,product,happy
It returns my money for Postpaid Gold - it occurs within the 7-day window .,refund,neutral
With ZENDFiber 1 Gbps it was a horrendous experience .,complaint,angry
Terrible experience with Postpaid Gold.,complaint,angry
Können you process a refund for Prepaid Basic?,refund,neutral
Returning my money to Prepaid Basic - it is within the 7 day window.,refund,neutral
Terrible experience with ZENDCloud VM Pro.,complaint,angry
Does ZENDStream support consolidated billing?,product,happy
More about ZENDCloud VM Pro ?,product,neutral
My ZENDStream dashboard can't access me .,technical,neutral
I was charged 120 for ZENDFiber 1 GBbps in Singapore.,billing,neutral
My ZENDFiber 1 Gbps is not working .,technical,neutral
"This month, the ZENDFiber has a incorrect billing for 1 Gbps .",billing,neutral
Terrible experience with ZENDCloud VM Pro .,complaint,angry
This month is in error billing for Prepaid Basic.,billing,angry
The ZENDMeet Service is down in Singapore .,technical,neutral
Can you process a refund for ZENDMeet?,refund,neutral
Can you process a refund for basic prepaid?,refund,neutral
Return my money for Postpaid Gold - it's within the 7-day window .,refund,neutral
Does ZENDMeet support prediction maintenance?,product,happy
Can not access my dashboard in ZENDFiber 1 Gbps.,technical,neutral
Can you process a refund for ZENDFiber 1 Gbps ?,refund,neutral
Then return my money for ZENDFiber 1 Gbps -- it is within the 7-day window.,refund,neutral
My ZENDCloud VM Pro dashboard is not available.,technical,neutral
Return my money for ZENDFiber 1 GB - it's within the 7 day window,refund,neutral
I was charged 120 for ZENDCloud VM Pro in Singapore.,billing,neutral
Can you process a refund for the ZENDIndustrial Sensor?,refund,neutral
"In Thailand, the postpaid Gold service is down .",technical,neutral
I am unhappy with my Postpaid Gold Service.,complaint,angry
A refund for my ZENDCloud VM Pro will be requested .,refund,neutral
I was charged 60 for ZENDMeet in India.,billing,neutral
I was charged for Postpaid Gold in the USA for 36 dollars.,billing,neutral
I want a refund for my ZENDCloud VM Pro.,refund,neutral
Ich can't access my ZENDStream dashboard .,technical,neutral
I was charged 150 for ZENDIndustrial Sensor in Thailand .,billing,neutral
I was charged 60 for ZENDFiber 1 Gbps in India.,billing,neutral
I want a refund for my pre-paid basic purchase.,refund,neutral
Terrible experience with ZENDCloud VM Pro.,complaint,angry
The service ZENDCloud VM Pro is offline in USA .,technical,neutral
I am unhappy with my ZENDMeet service .,complaint,angry
Can you process a refund for ZENDCloud VM Pro?,refund,neutral
I am unhappy with my ZENDMeet service.,complaint,angry
Details about ZENDStream and 1TB FUP limit.,product,neutral
Can you handle a refund for Prepaid Basic?,refund,neutral
I want a refund on my ZENDMeet.,refund,neutral
Details about ZENDFiber 1 Gbps and 1TB FUP limit.,product,neutral
Details about Postpaid Gold and the 1TB FUP limit.,product,neutral
Tell me more about prepaid basic.,product,neutral
My postpaid gold is not working.,technical,neutral
"This month, the correct billing was for ZENDFiber 1 Gbps .",billing,neutral
"For the month of February, incorrect billing for ZENDCloud VM Pro .",billing,neutral
Can you process a refund for ZENDMeet?,refund,neutral
 Can you process a refund for ZENDCloud VM Pro?,refund,neutral
YES. I want a refund for my ZENDFiber 1 Gbps .,refund,happy
Details about ZENDMeet and the 1TB FUP limit.,product,neutral
Why is my bill 120 for ZENDCloud VM Pro?,billing,neutral
Does SLA Prepaid Basic Support 99.9%,product,happy
